Activity,Duration_min,HeartRate_bpm,Weight_kg,Height_cm,MET,CaloriesBurned
Walking,15.979396678461502,116.44229159685955,71.34449505636476,166.12553264251866,3.5,37.04191448935865
,36.203949605051584,140.63839437143164,66.81478145847822,168.91064500215808,9.8,362.0616129764855
Walking,68.80147033066909,124.77728669478401,57.79176726226928,156.87667865030653,3.5,237.12274377637206
Cycling,26.122633583839637,111.03842594250327,79.90847075513425,164.4098414388928,7.5,263.3282737296556
Walking,49.09943781201946,105.74308040160406,58.821784811346745,183.51340119491078,3.5,164.2759289590779
Walking,49.1012227787793,166.45511220968507,56.22501610734915,147.3151067211205,3.5,
Workout,55.215454993412266,100.9134592025002,75.5325234022824,160.787992618426,6.0,441.9925138636501
Workout,73.2888050789642,135.5771890095125,66.74899543444243,167.50559506930094,6.0,495.39679029446876
Workout,,156.4046034906524,81.2938589013944,161.24057030667745,6.0,560.2892295338601
Cycling,28.107883323209897,157.61237463606582,64.247994902534,193.86247470564112,,264.0387857722252
Workout,5.0,114.958689945464,57.18949552765104,170.48690736481294,6.0,25.06857811135874
Running,26.429413292705146,124.84537998435593,68.29692167628679,154.55630837140524,9.8,295.8243890268929
Yoga,41.51344588094471,119.99516247464068,59.62859412695116,141.63240644679692,2.5,90.06802320205759
Running,32.767094446286855,91.62453093335313,57.53692986433153,168.40275862751852,9.8,286.4470048123436
Running,79.3579788585627,143.43793457550288,74.98265832387048,157.4438087619246,9.8,952.0505745525744
Workout,40.375606086328986,130.96259114087022,86.97866080730033,177.88898506278653,6.0,326.9257297258268
Yoga,,166.01462701504698,62.042458496978114,162.25134437089616,2.5,77.0035193902989
Yoga,44.34428619294687,109.41987256746442,53.30310576456883,159.3164835933047,2.5,95.36181286440447
Yoga,33.06733633018356,157.2174139654424,63.15852380120218,159.14752842855015,,109.06714997042593
Cycling,5.0,158.9808537571051,71.17761475875108,174.8650917382928,7.5,24.799760555685456
Workout,38.4276472291703,131.1767921701972,68.08975434172964,,6.0,312.84266376553984
Yoga,105.09294586308253,75.72846072915827,79.33078033366054,182.55956723790877,2.5,375.10694793234046
Cycling,15.110832003243324,117.18580856389275,72.9810780593084,162.84892883796812,7.5,137.48612455681015
Walking,5.0,174.64677810760293,51.75908638268109,173.62279412053033,3.5,-7.125236239277017
Walking,78.7277860513782,137.42639428729774,59.0801797923107,173.79376084411646,3.5,239.38106139075722
Cycling,54.8416593973867,147.33499264679716,48.42999056029609,171.7381345306356,7.5,329.7239573620193
Cycling,43.74839761046873,127.77083545912579,78.73615214756225,159.9014218095336,7.5,431.9349742457153
Workout,67.25347724734115,124.41392725342179,41.09735281674319,169.7340803004579,6.0,272.30624597615014
Workout,23.369961140878065,83.31638578251234,49.60001203253225,164.02757559935998,6.0,137.30149778458915
Walking,37.86810478170696,149.8684804263827,58.858370407937926,163.76483728908457,3.5,159.9581799682894
Yoga,59.10308233801646,156.9920301180594,71.7670088372578,156.94189708314735,2.5,186.18895418363726
Walking,82.20708735640791,106.22844286333279,58.74015903553219,143.79661258769278,3.5,292.21266693294945
Yoga,16.629113706867834,125.52862196229232,60.6172470354261,177.48376364198185,2.5,35.689356987378986
,65.61468917120789,122.15646806614274,60.853665520727596,169.3155836928598,2.5,166.27223633496715
Workout,47.63678121681968,140.50383234965716,67.07339146829895,151.56801780323073,6.0,327.74871655269266
Running,43.26122134858832,116.39091046227263,50.35386157675998,172.1771046054798,9.8,349.46559681131447
Running,39.84541555490524,153.28352307957505,53.63387542342343,177.68135492990243,9.8,362.27073891348886
Cycling,,131.7831079031122,85.1710843855507,172.77667446716163,7.5,109.90227218462854
Workout,59.26177996426065,66.26442361038255,69.82878916636413,156.08361821167068,6.0,399.1737881687854
Yoga,,141.06800687981607,74.12938606223415,157.68008107464203,2.5,54.28644633326782
Running,18.40618594995306,154.90877468976961,65.6963423774626,159.5212398515255,9.8,1104.8000584736749
Yoga,57.709179178006764,101.19845849337653,63.31663702108712,173.61084806203812,2.5,146.5022801108138
Running,55.78268050293357,140.21817337436437,70.48557135314337,169.7895985916801,9.8,662.7879268540701
Running,41.58000167222125,,,192.90291621548187,9.8,501.56785063316545
Running,61.59087241623283,132.80165937945597,75.15290809630062,148.5911493828212,9.8,730.3402638280918
Workout,68.5187316295823,158.54072160823722,63.48128528216792,,6.0,406.92650563017713
Walking,66.16448155651081,118.946125744087,76.46451867533986,145.72244740656802,3.5,286.80210483293143
Yoga,29.434420531960402,129.5508927885711,40.0,170.96647904734513,2.5,65.74538815282531
Workout,60.282098625594244,124.88446780184137,,175.66894618647257,6.0,484.439900189359
Workout,,120.32198934131108,59.877128519074375,179.42106116768144,6.0,233.03812215794943
Workout,74.51815540704749,126.3069488729231,71.64058935562036,166.8852209286479,6.0,541.2995063948603
Workout,37.52543327465654,89.23295547689207,57.20806729164964,145.8669062907227,6.0,206.63830196296752
Workout,32.87056725263339,121.72799664041759,49.07966563906667,164.4985142919375,6.0,154.84322931409983
Cycling,27.724062463142467,163.44516138566962,69.07644837580001,169.36789894024358,7.5,218.10013360964888
Yoga,43.78575788471111,,46.98163372014561,154.94853745315854,2.5,81.31233668004492
Workout,49.33450935184208,103.34666821316723,60.203870861327516,162.35021336477558,6.0,274.8292538047863
Yoga,49.71924565854542,131.53030928486888,,152.22950365403952,2.5,109.14257615938833
Cycling,46.98345080623714,132.7795785839311,62.89960954047828,158.87295470642138,7.5,392.370245673764
Cycling,53.42074025359612,139.43661797634965,74.56650943516726,174.12466569403313,7.5,510.5495169189617
Yoga,35.54916328171204,127.15653567038403,59.12185657454611,171.8016294679129,2.5,125.8472210840504
Running,22.54969368816257,,68.77493056895133,151.0478049056356,9.8,263.83323549394174
Walking,20.803440061727045,121.22788065927502,73.87215245872505,,3.5,93.13673031777734
Running,59.50102190606937,,57.71293939047455,165.5709198477574,9.8,571.9411277365068
Running,49.4064462105658,128.21520329223372,57.88695765537077,167.2652431854787,9.8,451.61555036161195
Running,5.0,,81.43194682640252,158.37104243454056,9.8,24.782189599680493
Workout,61.93506853599881,142.87636565880837,64.04733632266512,169.76457453321592,6.0,
Cycling,77.6087029280531,86.39394682651782,71.1096655175825,164.64717779485238,7.5,653.9345316136689
Running,25.681662984829345,136.29813408272707,71.01873310831068,140.0,9.8,320.3322854244905
Cycling,46.72320092552082,107.68076185357077,50.62414872706427,159.283296727233,7.5,310.6815589490954
Yoga,30.53083812735281,164.80410013053455,55.86948948593606,158.99774269889429,2.5,54.082174575497596
Walking,52.56613850942333,,69.50416836248024,171.78273700389744,3.5,204.40287496981233
Yoga,16.679822218495495,152.40709900326516,40.19222135931628,,2.5,27.702523995842856
Yoga,38.57108685802439,130.5292036103715,62.464428595538905,148.27897229072119,2.5,81.94494452223464
Workout,59.62628255997562,128.34862502756306,54.61659353128661,169.3847175699657,6.0,336.4688476229626
Walking,64.7142347859768,167.39612294133116,78.32607370371984,164.26036154599308,3.5,308.254091170675
Yoga,48.52991637839377,154.3193599156254,69.15338543785938,166.26424408124737,2.5,110.97443838798813
Yoga,33.21909393580522,132.94646630618868,79.29495556868812,158.8617298130627,2.5,93.29226059401273
Walking,8.14797831312783,125.00833934656505,64.53050439735976,164.3817007723232,3.5,29.935130185157867
Walking,,87.32063186172826,63.63332968679573,176.5032682257834,3.5,115.04973027093405
,30.614531904904393,138.1141883718535,61.340845771045224,166.12185759091426,2.5,91.29241991010574
Walking,26.04532433396772,126.84740076700713,58.96316720533889,164.57573294382107,3.5,
Yoga,41.191059366272306,143.84890117705692,97.21587606867182,160.20796625803783,2.5,161.01115488271813
Yoga,33.1622452765743,151.44547103836965,74.68603418951867,175.52255933743965,2.5,112.6516633620452
,43.44242744670886,160.8230273761812,52.20573744875861,152.1921218333279,6.0,210.79519979290367
Running,64.05254602095327,138.4248227723601,96.67170642994614,156.98030398217082,,993.8230106466377
Yoga,31.87075557541277,103.84098837179486,60.14024077997272,151.61788618214612,2.5,64.92402776294155
Cycling,12.342660454915503,76.26716122704667,68.85382400212227,167.00685175050165,7.5,100.07037883326592
Running,25.965848037502504,109.38250349108021,76.27516846246239,176.79747606415444,9.8,303.9078723639013
Running,51.67176939946543,163.3372124876267,,,9.8,406.02170987882164
Running,53.55887569905346,175.587286732486,55.07207838021081,154.30594465225138,9.8,464.5537420252861
Workout,,124.05248120577062,84.77797789484828,181.3644648370497,6.0,387.2429004518896
Yoga,66.01474611776032,93.47601864294123,62.302056039963254,169.512830666484,2.5,163.39509583661527
Workout,36.272738602460294,113.789660624929,76.98404140113047,167.77524143634278,6.0,308.8205321113703
Yoga,81.04332296018649,158.4451455674468,59.55837871224385,163.09809357826998,2.5,211.6226357432104
Workout,56.36374272211814,115.22467066182233,63.859284734157896,171.6901417185748,6.0,371.712106206471
Workout,,144.72809869168785,86.423082392918,167.6185556427867,6.0,48.93656662247452
Cycling,76.01317259927133,134.21395753245088,70.25014690757628,160.1873157162062,7.5,
Workout,24.660267797285563,147.75008147592635,60.86182679682801,161.8619737318714,6.0,137.28557907216845
Walking,19.317976210861385,175.45027497367596,56.79963847036583,154.80113198986965,3.5,47.806568489702116
,50.475422196657874,144.74453688835845,57.89749529104156,153.55434812472504,7.5,387.1312649057476
Workout,5.236390553269125,133.67290691594823,79.89872036884509,162.03347804903166,6.0,47.74482508142672
Running,26.090615373567733,178.20933914522297,74.18597970366704,176.54214892291475,9.8,282.79500349750685
Walking,71.14197081248415,138.73880254062652,51.21588041511691,154.65836787838657,3.5,241.59631729598948
Walking,,110.17631256670998,66.04614268244843,173.3637002925741,3.5,
Walking,56.244795618784394,147.18663224423713,64.19820233832793,157.010651463432,3.5,223.69842185114067
,26.861787990050523,141.18638855332426,68.79311323481953,147.133969273023,7.5,252.035011662086
Workout,9.232600020637936,122.30244144323501,57.75714657030356,170.46599758589076,6.0,2.0834895925612145
Workout,54.13634858627468,117.06034868834317,78.17366733979308,181.2876808757478,6.0,432.2956446830503
Running,58.60512312483901,122.54351281712731,64.9839286725677,,9.8,616.9856983944385
Running,57.6998677216222,116.70276606245608,69.48123821102492,149.3012909109984,9.8,606.3750081931075
,44.18138460235731,123.3560045321777,55.58371731062821,169.54914751080022,3.5,120.6024510237109
Running,20.658635130558586,108.93008494395346,56.188242347953256,155.76825804528005,9.8,180.50065405861662
Cycling,88.7553917611946,139.6538672039954,96.8901333112028,170.36646578470928,7.5,
Workout,49.59574885968351,137.78003284897048,86.6009594291202,176.5147959420384,6.0,425.9791844851881
Walking,36.52226716821664,138.63004443073672,64.16382604540506,168.30617495602937,3.5,139.6612494664223
Running,36.61101525033265,128.44076651408366,83.39604740872328,173.0976830834547,9.8,491.5690467812483
Cycling,42.991949561471074,125.55841859937345,79.55285017114916,173.166121536347,7.5,449.2746007397802
Cycling,61.39216524315962,166.0501449413379,57.49746765141033,174.8994671217863,7.5,451.6573775221099
Running,43.792562466109054,131.68514717094507,56.300801583174376,165.4521076755748,9.8,405.96465010546535
Workout,57.17026306894994,161.59417115138692,73.0241195042158,172.79076427393653,6.0,394.6181522195204
Running,43.02795375786415,105.08960042084216,68.12072765735387,166.64401746156312,9.8,481.1423898360919
Walking,37.752922170592385,144.72944585503447,60.175944603935356,168.91320171935226,3.5,188.16013837608284
Running,52.82500786656778,111.63242408349961,73.65471852498484,195.51711319918627,9.8,651.4044896937058
Cycling,52.06572067347593,116.09620179266665,47.69020489288464,,7.5,295.59125517907114
Running,36.6073176180969,119.70235400181122,66.38001833422949,,9.8,433.94828553145294
Workout,25.015860845714815,118.13502578490554,50.132916157246925,163.02580822482358,6.0,109.74393300881195
,46.83457829480869,118.25988358795374,50.528103877699245,161.89474244357726,,112.8886823620675
Running,41.56697337925188,160.4318772472641,56.51882252417112,162.35206398245387,9.8,382.7976806288255
Workout,28.90256574458485,131.135279327941,69.35944731612786,174.53442426252965,6.0,204.10918033248998
Workout,23.151990349264064,135.62638473024023,56.897155893384436,176.30591397664028,6.0,136.10483477761642
Cycling,48.20951687788913,118.57100091121376,50.38269670459542,163.94364757302603,7.5,298.6643148634883
Workout,51.00190114055389,151.42348259295272,70.72699043212336,151.08125651481078,6.0,352.93430324537246
Workout,32.79935770690279,138.87640695597298,82.91296453329244,165.99095575183108,6.0,245.61251653545702
Workout,28.40125928174149,122.27678389125654,72.66620521042415,,6.0,183.88079291593834
Workout,23.39489621925619,90.39290268433392,86.62158469512376,167.1040471397132,6.0,209.3295724145574
Walking,47.64509878289838,135.40741146004677,81.91014072323105,163.7903810781009,3.5,213.99835719823298
Walking,23.920458527185268,144.39198806338646,59.15086144988077,177.16357618401085,3.5,64.33655304018595
Cycling,84.82269138041461,105.52880404191635,72.58591783236932,167.74808046463897,7.5,826.1630913691598
Running,31.79437128058006,122.61513453252094,63.90043047733812,,9.8,381.6269970644371
Workout,5.0,143.4290125365239,77.74519737437672,151.14467752616153,6.0,50.489080580113985
Running,39.396566667417304,90.72679857195581,,164.5198583610161,9.8,425.6010130131724
Running,38.53933040362395,113.77869541475276,55.5356418894888,164.5556264605378,9.8,333.3350543316067
Cycling,62.23437135048377,139.42272354066003,81.48087130820305,162.37539251296334,7.5,610.1590315973692
Workout,45.762524734554084,157.62546097129024,68.81354660868044,172.75323751403565,6.0,308.1014463533367
Workout,23.323296331203956,184.6444953067792,57.03764394428922,151.17221508962422,6.0,133.03651826012683
Yoga,34.27216253006447,178.96636920917726,,157.3745593646042,2.5,98.53577696924312
Running,46.548395433019756,133.59423705790024,56.96095226673819,165.52917599486133,9.8,396.46195526974026
Running,5.0,117.8943279629512,52.979030807483404,159.40491781045026,9.8,86.21115185068804
Walking,66.77243468780901,153.07805669427216,59.26981589307739,161.43290761823587,3.5,
,23.376602283906706,116.41017690690856,69.47625456477448,164.39748632135826,2.5,36.657681453037114
Walking,68.34087641895235,110.94761787635872,65.76872804223416,171.85964933413626,3.5,265.33989263666115
Walking,47.84930282253177,122.3683486908725,59.74139676341409,163.99426346450272,3.5,148.70172684992002
Walking,52.59188272787949,119.23316749557233,82.94608962556669,145.30315543648183,3.5,235.01617413403406
Cycling,62.988468720025445,140.3157655766469,40.872398313444336,158.97202990982288,7.5,300.56318509136173
Cycling,51.462641053849964,114.93995944664097,68.67363098186853,169.9578427530008,7.5,436.636083399173
Walking,53.45772432634902,132.12805143244537,,172.62673638766555,3.5,239.40607579680517
Yoga,36.71167119077237,169.873836285133,53.35782524244223,173.17857878176105,2.5,83.47226242935018
,47.44337362944191,133.05351785185118,69.37345214945262,,9.8,551.4585291327446
Yoga,28.25004370056514,167.91855720304443,62.36302145166614,166.1843727708999,2.5,92.17687235783158
Workout,33.13177800824065,160.05141502664873,79.96488159456672,167.63164980869647,6.0,262.04274397345955
Cycling,79.29390095937816,144.80100591751582,75.41678290893759,154.86091453740417,7.5,724.290963963201
Running,23.836128298991564,121.14618025153699,87.87356883648783,143.25424687215457,9.8,310.1375576082193
Running,43.08634253272562,156.01269943372762,59.20018483383209,150.824174164221,9.8,408.86846514601916
Workout,42.26938073430952,123.75062703404815,81.75865387697019,157.98162448309563,6.0,368.4674931726674
Workout,33.78491056438402,129.94975862432597,51.00974278381494,151.4029544866919,6.0,191.04380278733464
Walking,50.288018731408755,138.25496685413984,63.67236200869305,162.07073059939856,3.5,191.90843367355023
Cycling,51.79444185482766,129.86581319016295,59.417035368388746,160.37911739358745,7.5,392.4615952779553
,21.483616337048417,111.99330703973658,72.2293449549129,174.37827013902057,7.5,191.23195470204445
Yoga,42.027134230931026,91.82252712542827,71.93930957892263,155.30863512212133,2.5,116.34548596398521
Walking,18.35265322455286,153.97832325813698,54.192564881264346,166.40581917183954,3.5,43.253340542126466
Walking,55.77097236634602,144.25855317015902,72.898306087813,160.8023230658316,3.5,207.73154428594614
Walking,43.52974620725251,86.98472518759145,60.4341310058733,154.93421433673132,3.5,189.39898878742406
Walking,,111.33031626157859,55.198431680579674,157.72288546031905,3.5,137.52065399925928
Cycling,53.180626977448064,134.47663573183462,64.85862365429207,144.48740294919756,7.5,422.3034787405576
Cycling,34.48979419063198,141.0643088390142,47.277870063649786,172.48346826893635,7.5,240.24883174918992
Walking,58.28043918436409,92.03865852582271,76.17567619986526,179.02261253748026,,299.2135073540652
Yoga,21.03110254487728,127.76903333643946,64.33255027469936,162.32533882958882,2.5,111.27751963519563
Running,68.23753037789055,143.4913648813491,64.59505253842352,165.2906208739431,9.8,714.9752381424199
Running,,121.212204952518,63.954000474961916,162.04142159594142,9.8,304.8430367248083
Yoga,6.076418646088243,136.39574121085985,84.7622010403014,156.79908718469937,2.5,34.4795609034282
Walking,33.42930183074536,117.81120294888808,83.22653226595784,172.04902860210876,3.5,195.53898659924548
Cycling,31.16063605491582,152.72990879248806,81.20913312079024,168.19068325151613,7.5,317.5564937481539
Running,33.278520276999274,110.01785715334321,,140.0,9.8,328.09294203771503
Workout,44.63296030967966,101.4480440226405,51.612501050120756,154.65389252590884,6.0,215.29427946998615
Workout,61.95684721776545,130.72317160153878,,144.46938750435973,6.0,425.0800928215926
Yoga,36.165881722057264,94.16185069278761,,180.5541434538858,2.5,116.0552510750237
Walking,26.167648603621984,,74.75132364671933,163.28171227554262,3.5,110.64566932436364
Running,17.469063754324058,157.09338245135035,68.73419289320292,167.40701561696278,,191.3443240679892
Walking,30.63634417381911,105.39438796097953,52.682068685724964,161.46704864919775,3.5,90.69187186466479
Running,5.0,96.65871043540469,58.57501435591737,176.02696726290085,9.8,72.61704232177121
Yoga,25.497338129672777,109.70603057625979,57.48636162501293,173.60705172594433,2.5,45.29382441932216
Yoga,64.88107791724373,108.58373421473011,71.46863660486986,162.84520816979483,2.5,168.9385354919355
Workout,23.53281590843154,126.44721347091141,71.7631694388796,182.17993055675225,6.0,205.21512101265589
Walking,52.5743172160061,102.66283165785083,73.33558265697044,,3.5,225.40923361410483
Workout,15.470358203830202,142.45465355640388,68.61243025606824,150.39874924861178,6.0,104.5593121468283
Walking,75.42191798621108,146.15585327894289,40.28960588277627,166.0001873751356,3.5,190.67847117862675
Workout,76.7521346612942,98.12521373461162,44.2896838607023,170.17440657726286,6.0,320.15457080758546
Cycling,51.82043113119752,114.54758442629031,63.3177484239243,163.66775247451724,7.5,
Cycling,79.82505203287043,116.92356899903535,66.17693504559671,160.88516954757037,7.5,652.667615637215
Cycling,47.11585949855324,,80.04398704583573,182.6436131622997,7.5,493.9311066531317
,55.37034228299112,157.06708792459204,65.93354177594038,153.1413754128467,7.5,425.6706649745605
Running,65.2386775346307,158.5078353750652,53.28860802968424,140.0,9.8,576.8381152939133
Cycling,43.59436906196898,192.47168465414467,72.94597769332842,181.19054030929846,,392.87958271982734
Yoga,8.952450768298771,73.26565177114554,64.79297968562909,,2.5,10.076132402824065
Yoga,,106.89260692120928,60.17534257359158,162.13381961501787,2.5,155.28257935627417
,30.562808111330725,,45.62480710435868,161.2256784493775,9.8,224.78919156860454
Cycling,32.0494035808908,84.98249205557913,66.02224409733479,177.31748490698521,7.5,273.81694926208326
Cycling,45.957898329573794,,67.74581493175353,179.34856379626868,7.5,414.4961477766824
Cycling,51.325617594347406,133.68378182858112,53.046244350727406,152.07624545894808,7.5,356.15881942963057
Workout,43.00269268012436,134.6033193255636,73.9322934584753,178.569096281854,6.0,296.3213467722154
Walking,52.71459072314617,98.00505034701324,72.8575615838118,178.3841031621618,3.5,213.20337306511854
Workout,25.86285731879607,118.72091949989259,65.58695098871571,165.1935494092497,6.0,178.8124224746403
Walking,39.145924105534334,173.68440899274765,65.14067429530449,174.32542555319858,3.5,164.62706507339954
,56.981709009017415,128.80792161896932,76.35245295997098,175.32829953944756,7.5,
Cycling,75.45582352873433,118.88752429474488,69.41036442537238,162.475721487741,7.5,658.6340957338118
Workout,82.52871177946417,140.1429799094809,56.572934612619676,163.42433442449678,6.0,470.7208836442156
Workout,48.65953365455463,125.19455999243357,62.62822059679823,170.89328047074423,6.0,311.3639844865791
Walking,56.800196534912146,138.62877874516101,71.68219282323295,148.7147503336419,3.5,213.92887327544327
Yoga,79.63158329630383,108.75646669600197,40.61214890801528,161.4619333348541,2.5,106.44976233151515
Walking,26.58327926533011,128.07118378479737,53.82168741452446,152.99641253696652,3.5,38.2760816412824
Workout,52.593997054251666,113.97309336398203,73.1856519960677,179.2357820299902,6.0,387.02381845726546
Workout,55.36685898972292,84.90083398263306,79.50653125059335,161.34417375497674,6.0,412.9188859084089
Running,68.95722872153489,142.04894468119213,77.25258488321614,167.76373723093351,9.8,912.8314596841836
Workout,17.257172389275553,99.15567896111111,75.71951974697336,162.81588064027488,6.0,143.75280163999264
Running,21.21188432398966,125.88147674739744,66.55692635205729,162.16515914541768,9.8,206.95630559866422
Yoga,40.427644222094116,153.15170614569777,52.653159083747724,167.1096628758662,2.5,111.3960808174937
Walking,47.55455324643271,92.55466358648926,62.64051938512118,157.69356335197867,3.5,196.51574440164205
,62.45727907467615,145.11710242374005,41.08077139256979,,3.5,174.04575330084805
Running,50.350875516245424,122.50466357578344,80.60787303452904,162.9415700276491,9.8,646.7558062857489
Walking,36.971735397794326,105.83691497682341,55.19464637030829,160.76784700131708,3.5,133.35852858821906
Workout,48.32922889512281,180.5730822221517,58.599850879721565,168.91056907745246,6.0,307.92190635879933
Cycling,46.02088952548903,129.98609260612912,77.70342863168692,160.53004067985518,7.5,478.41475609646716
Running,74.90032859975577,115.79767776058148,45.62447651468547,181.11114982411956,9.8,527.6822295471637
Walking,43.313178871370646,110.49467694083995,,171.2896410804053,3.5,123.8146883926121
Running,32.338331728948724,152.0290617109174,68.21565612590162,151.50689945258597,9.8,343.42996740461626
Running,48.992180601436594,114.69859433841471,71.24456498080974,170.5087794403862,9.8,607.3854957222428
Cycling,43.96970638677064,148.91295246352564,64.13959045791009,158.10520302492102,7.5,362.34601670234207
Workout,8.580132886506561,129.93800422192098,64.5310026447691,166.35690175405455,6.0,73.19341388680745
Running,39.686958767556625,157.90470161084622,80.22053544673334,157.6880455937265,9.8,529.5329239363831
Walking,37.98523509187989,103.9365138129279,72.63582134072782,143.05596112623823,3.5,168.4525554217649
Yoga,29.122562684413676,107.42341902259989,71.01403921433055,164.78266507071606,2.5,68.90552126799626
Running,60.711665752459446,122.97486714924828,74.30775791352491,,9.8,727.9232792156266
Running,24.28640806776008,125.0483375618806,61.39291670373659,169.19715388731325,9.8,244.96250045439476
Cycling,49.11237239049077,121.13607428257474,91.07798796971625,166.7478482580652,7.5,
Workout,37.04286000312539,195.78601013566293,,158.9611545605942,6.0,131.50800421726666
Yoga,42.15390011293565,181.5811751087977,82.49505228942537,183.25537038023987,2.5,140.7817959585711
Walking,48.23572582091734,137.47637687052608,75.82529022491731,152.6071253269562,3.5,201.2505812186394
Yoga,13.848512322179975,140.42430185126145,67.97945901861026,158.75662348743833,2.5,40.22194079831339
Walking,43.83321783469566,124.08919549801048,65.96034749122533,153.79308417616252,3.5,159.7990913793732
Workout,,103.75436166204673,63.13336043435473,185.4131603225922,6.0,527.8541623143694
Walking,,125.4481939861187,78.24132305556091,178.5224414164608,3.5,21.90684274642032
Cycling,,149.27794378655133,64.52162631200139,150.7787813566957,7.5,313.43765119230187
Cycling,62.4647864964764,162.64066903920022,56.265383125722956,156.7441895834641,7.5,457.09160848848956
Cycling,46.03238495907194,154.89271051306764,75.82379462386018,157.08341341544903,7.5,449.3111939768048
Cycling,,92.25564267114471,84.0171948087183,159.49272982237144,7.5,534.0504039365459
Yoga,5.0,122.76930804615716,41.873970523054965,154.57219346166684,2.5,25.91875907918794
Workout,51.96498749259901,93.2783108783502,93.28510196924384,158.94248962988712,6.0,497.6320963468258
Walking,24.76623587532803,159.22108893506797,52.5592244296443,175.0487226906,3.5,93.67762685746682
Walking,46.19754569166293,119.69039012999168,53.47642068181577,184.46912336078987,3.5,165.78354423209493
Cycling,39.41130538181018,128.82224710922418,50.061323366088644,149.55601821122576,7.5,232.06968639914862
Cycling,85.56666058323266,142.00125670012505,65.01018862957551,154.58892876732787,7.5,689.342037775656
Running,50.933906475317514,199.15349799529747,49.643380580376395,167.13559444380235,9.8,448.8027165367264
Workout,37.74752341474428,136.70687349473815,51.10087923378937,149.1969436038395,6.0,227.51397116871786
Yoga,9.80614481492891,124.0432240548437,56.737399428996596,167.39432021391227,2.5,21.650526927953205
Walking,42.422938036997934,98.97394696990901,66.66146810233207,170.4010278712973,3.5,177.0274561210685
Running,56.464577566936455,166.46598621257763,67.81824318761014,172.00652550026973,9.8,639.2689780721648
Running,38.38896216361554,125.45908839257312,79.89436735292102,170.12144526496238,9.8,536.106327391294
Walking,29.88687280125118,171.42856162319248,79.61778527833896,159.64751452843598,3.5,145.71132737640585
Yoga,28.548266723073628,157.64032782371808,77.29533576917125,163.18330438533295,2.5,67.69792293991915
,50.70282870910641,118.4260974347882,61.86059394721129,153.20472413856703,9.8,502.7760408923925
Running,55.18775878618314,95.1930954786024,42.90581866404095,169.64338654637626,9.8,449.4238084468182
Workout,67.22420230642237,136.81422793009017,,181.03360267135122,6.0,261.4731009579176
Yoga,20.100002135792842,114.62741178070995,77.21275851331775,169.6220089906739,2.5,65.67127455872425
Running,50.519551168352336,130.98364606140765,75.12505366048845,158.04999264172946,9.8,666.1670542346717
Yoga,37.56592091164266,,57.59954645067144,174.94791852699225,2.5,74.16263543566139
Walking,38.15531590733439,88.66044710937916,47.7111649844307,188.65646694778937,3.5,51.65402669026766
Cycling,48.036517080680035,136.61534610170534,52.4341877219709,167.43149771613614,7.5,263.98452397881744
Running,,148.9899047721434,67.09633162639433,170.54472843854668,9.8,511.8290686809566
Workout,50.57536211583147,150.20276404390157,67.11873199825925,171.77701094066043,,304.196722508942
Walking,18.8505761560838,95.91144572031442,77.51037527752399,148.95542734148262,3.5,105.97506861516011
Yoga,25.003771856670827,140.4834117443491,59.59574651351005,160.88877827314715,2.5,67.45115086335532
Walking,69.71736551035369,160.0884145476673,62.07156765798029,159.86133578469529,3.5,209.75878083573613
Running,35.5885506503832,138.58084496000188,78.50385567159726,173.34866648895948,9.8,424.419927978599
,46.12028796035793,127.10764484728658,40.0,172.18369307894082,2.5,101.66995646233333
Cycling,61.09332624086372,158.4903235143361,68.80943536300431,163.79263257267053,7.5,529.3378414991826
Walking,49.26886144721638,112.64202973902925,60.989254656416776,159.26121940991285,,203.95677657157748
Running,50.930452619440786,91.75417729491824,73.55311734744491,148.13404040293216,9.8,634.2421631861722
,57.89155358487513,124.98505462672671,71.1512792343361,164.84587471391737,6.0,388.895395363233
Yoga,5.0,143.37612979259995,56.64428426732401,155.45431885221166,2.5,29.44025386906361
Walking,30.200996896789306,155.97341903591084,58.911981722252214,154.21498660421886,3.5,115.04372165728529
Walking,49.372115929991836,143.2625643541983,40.0,174.26268764122585,3.5,75.96718475138842
Cycling,67.75288614115314,150.89552671812146,73.99989797914185,173.21919795046784,7.5,599.4737661951474
Cycling,41.32191119311546,156.13278575259898,67.87728584077557,160.114058419005,7.5,399.35580696134065
Workout,23.10567076487809,121.51557484254724,81.78214826542055,149.30955718692366,6.0,170.41033446785053
Workout,23.638279007789954,126.30151745231025,60.20719956607344,156.74188419756294,6.0,150.54988048871544
Running,57.67722406906148,162.1791948287469,75.9720271717763,174.93253961327193,9.8,711.8900719502459
Running,35.64452835216227,99.7460743942328,52.16088745323033,169.67718616976242,9.8,307.35201688198697
Workout,39.855999084193265,140.72832153805737,40.0,160.28195202577643,6.0,156.934034974648
Workout,52.300603875446384,112.08227927707446,63.865832715586784,165.58753176876908,6.0,353.3259076622065
Yoga,5.0,157.50654008077424,58.199818939363695,144.2517808204318,2.5,30.904779166092595
Cycling,80.00735023016162,129.55161298562152,52.39014289058336,143.4947561296522,7.5,526.308055208375
Running,25.37852329897877,130.1898483844531,75.7772647218394,184.77126520521057,,296.0193352463665
Cycling,44.83872738947144,173.22199718491714,,170.06526218339656,7.5,434.2032480418621
